-12.739675	-6.9791145
5.9474053	-45.46338
-20.031502	25.834393
-11.4873905	-7.7891407
20.209793	-23.852097
-14.504645	-35.22656
-18.917042	35.401993
15.699533	-20.206032
12.962423	-24.590902
-8.9106655	8.90624
27.212845	-48.17496
23.199259	-29.03438
5.4515753	-13.122776
-39.27479	10.819275
20.736956	-31.655231
-9.396311	19.57394
25.390316	-19.946732
25.540255	-19.838125
-6.3807034	-36.15299
-14.125751	54.650963
-3.782166	35.847614
-22.079622	33.675358
22.044558	-14.336551
-31.142828	8.898256
9.2929125	-10.15988
7.7579246	42.945545
20.945848	-12.721305
5.77166	16.594322
17.79752	34.338802
3.2916806	10.058092
-7.34708	-5.415779
-30.814112	30.200844
23.116096	-21.569723
19.172596	-0.95355314
32.042492	-13.621374
-13.407253	12.992248
31.12489	-33.87573
28.620218	-21.72633
-4.2920346	-40.50667
-6.7186837	-6.577342
18.620214	-36.15441
33.25683	-33.35996
-0.28121725	-22.780542
-5.3120847	-39.892094
22.988005	-26.380371
4.32707	-17.46808
0.27021992	-37.28173
2.731173	-35.661564
6.955853	-1.3988779
-37.480556	19.129639
-24.024536	20.042395
37.500484	-34.485245
21.962534	-47.054417
6.010188	-45.50213
16.743776	-43.978508
3.7897062	-27.728886
1.958022	-12.354852
1.9709862	38.38247
24.400127	2.9952514
20.974022	-36.709965
30.527124	-37.149384
20.756222	-29.100203
26.367111	-20.750957
10.262723	-35.403786
39.791267	-26.3968
24.388374	3.0015163
12.20243	19.420954
11.372184	-12.493606
14.529977	-33.09004
31.606775	-14.46059
12.063314	23.201
-16.874737	-22.703016
-1.5072037	-14.085044
-28.14775	34.973675
12.377363	0.47762182
34.190346	-7.205161
-20.814955	27.94866
-24.284704	27.448648
-0.6384199	47.59178
9.597511	12.091045
13.343946	-7.746672
38.119755	-12.391465
-45.398163	12.737062
14.242729	4.217303
3.7868056	16.918543
-17.483328	-36.054413
3.9821153	12.298239
31.093811	-42.370327
-31.035084	-2.546189
-17.72079	-3.2622228
12.295447	-31.686852
19.5046	-10.437599
32.752506	-31.999458
-22.242598	16.20338
22.325384	-23.184874
30.217943	-16.374847
19.998007	-34.24949
-1.3440576	-7.5529532
