	correlation with metacell	method	celltype
286	0.12986426974028534	Raw	EX1
287	0.1607666437786724	Raw	EX1
288	0.1284896921415789	Raw	EX1
289	0.1405285788075719	Raw	EX1
290	0.13262069457625908	Raw	EX1
291	0.1689987406959083	Raw	EX1
292	0.1557946145714562	Raw	EX1
293	0.17244134903401617	Raw	EX1
294	0.14412724729938478	Raw	EX1
295	0.13021582546246777	Raw	EX1
296	0.1467298978208537	Raw	EX1
297	0.1873223782714926	Raw	EX1
298	0.20244062898827977	Raw	EX1
299	0.1278434837894643	Raw	EX1
300	0.15886251614363278	Raw	EX1
301	0.17819710795039453	Raw	EX1
302	0.14490895210590107	Raw	EX1
303	0.15731823704448566	Raw	EX1
304	0.1250272930624627	Raw	EX1
305	0.16048744174373028	Raw	EX1
306	0.1346373009003102	Raw	EX1
307	0.1471578305804727	Raw	EX1
308	0.15912025051654985	Raw	EX1
309	0.16723054267899945	Raw	EX1
310	0.19395847014315185	Raw	EX2
311	0.20699512078252025	Raw	EX2
312	0.19252372166978207	Raw	EX2
313	0.17507142130717	Raw	EX2
314	0.1920070084682123	Raw	EX2
315	0.19686027845052553	Raw	EX2
316	0.22280005119035962	Raw	EX2
317	0.2285849983498517	Raw	EX2
318	0.18816087059402536	Raw	EX2
319	0.16510537518833407	Raw	EX2
320	0.15398222531419445	Raw	EX2
321	0.1836318137863361	Raw	EX2
322	0.20539163957204673	Raw	EX2
323	0.16946639418313922	Raw	EX2
324	0.19911822556585024	Raw	EX2
325	0.12941459205871844	Raw	EX2
326	0.2098415044778678	Raw	EX2
327	0.19223882122401065	Raw	EX2
328	0.1797165551880934	Raw	EX2
329	0.14714518838270235	Raw	EX2
330	0.21311279702037075	Raw	EX2
331	0.17016200373590726	Raw	EX2
332	0.18487234408203454	Raw	EX2
333	0.1622786976978499	Raw	EX2
334	0.14923309546815725	Raw	EX2
335	0.1527305369610089	Raw	EX2
336	0.16874495858255878	Raw	EX2
337	0.19089741580078348	Raw	EX2
338	0.17749390745088806	Raw	EX2
339	0.17601161853751374	Raw	EX2
340	0.14424920567064833	Raw	EX2
341	0.12333905013152374	Raw	EX2
342	0.11942985644436116	Raw	EX2
343	0.20951161573808352	Raw	EX2
344	0.18392679612971008	Raw	EX2
345	0.19548814725998698	Raw	EX2
346	0.15380150281265276	Raw	EX2
347	0.16105569775603834	Raw	EX2
348	0.18689287672316335	Raw	EX2
349	0.16690590622235163	Raw	EX2
350	0.1644842809550217	Raw	EX2
351	0.1423766791092774	Raw	EX2
352	0.11936454473799368	Raw	EX2
353	0.16618631772900427	Raw	EX2
354	0.12494435556341753	Raw	EX2
355	0.15593121993227543	Raw	EX2
356	0.19815271764442094	Raw	EX2
357	0.17537402221832665	Raw	EX2
358	0.1566438660237269	Raw	EX2
359	0.11656735111669493	Raw	EX2
360	0.19569003092205603	Raw	EX2
361	0.12756007032672578	Raw	EX2
362	0.18134644777718953	Raw	EX2
363	0.13056485192520567	Raw	EX2
364	0.1596297139354514	Raw	EX2
365	0.16679024034238432	Raw	EX2
366	0.15550985050023458	Raw	EX2
367	0.12656813722657523	Raw	EX2
368	0.1469065789552373	Raw	EX2
369	0.1931229619193366	Raw	EX2
370	0.12866323747567915	Raw	EX2
371	0.18992216442999485	Raw	EX2
372	0.16264072784203812	Raw	EX2
373	0.1541526964729297	Raw	EX2
374	0.14392048200640664	Raw	EX2
375	0.15825309178098818	Raw	EX2
376	0.14735036442253358	Raw	EX2
377	0.1794997487409707	Raw	EX2
378	0.17463239970031458	Raw	EX2
379	0.14276321196514338	Raw	EX2
380	0.1628694670692746	Raw	EX2
381	0.20150087838553424	Raw	EX2
382	0.15254206568044318	Raw	EX2
383	0.17081754237530442	Raw	EX2
384	0.17851187193028575	Raw	EX2
385	0.13520277664935307	Raw	EX2
386	0.21496324553704788	Raw	EX2
387	0.14209100079942347	Raw	EX2
388	0.15254224715506629	Raw	EX2
389	0.16046177753208385	Raw	EX2
390	0.16867812986863884	Raw	EX2
391	0.12010085860026998	Raw	EX2
392	0.12505971136967806	Raw	EX2
393	0.14920824443510242	Raw	EX2
394	0.13577246234793597	Raw	EX2
395	0.13248189372452274	Raw	EX2
396	0.1376364896469133	Raw	EX2
397	0.14496265880123393	Raw	EX2
398	0.18190751125297466	Raw	EX2
399	0.12888166182865976	Raw	EX2
400	0.18002055367938963	Raw	EX2
401	0.11293491977154851	Raw	EX2
402	0.17420815560532865	Raw	EX2
403	0.13284480130922438	Raw	EX2
404	0.1664249285617736	Raw	EX2
405	0.12924629279227615	Raw	EX2
406	0.18373178300648157	Raw	EX2
407	0.11745140391347647	Raw	EX2
408	0.14990175757224591	Raw	EX2
409	0.12583393906216495	Raw	EX2
410	0.1751525598182103	Raw	EX2
411	0.16848888746471444	Raw	EX2
412	0.12448213040788722	Raw	EX2
413	0.12226186018780419	Raw	EX2
414	0.20311835213938229	Raw	EX2
415	0.14190422572406933	Raw	EX2
416	0.17027630265520047	Raw	EX2
417	0.131566542368148	Raw	EX2
418	0.17002938323525146	Raw	EX2
419	0.14008087221998236	Raw	EX2
420	0.13077474000407582	Raw	EX2
421	0.11700089801086315	Raw	EX2
422	0.15733663678751603	Raw	EX2
423	0.14513660955855837	Raw	EX2
424	0.13513920711454108	Raw	EX2
425	0.14552511162731982	Raw	EX2
426	0.1411129028137792	Raw	EX2
427	0.12575145511854394	Raw	EX2
428	0.10565497431311532	Raw	EX2
429	0.1231641266530047	Raw	EX2
430	0.15174273171925823	Raw	EX2
431	0.1272261696240195	Raw	EX2
432	0.1736580456751416	Raw	EX2
433	0.13024469572228925	Raw	EX2
434	0.12022733939361328	Raw	EX2
435	0.1560544079021676	Raw	EX2
436	0.12902751662418657	Raw	EX2
437	0.14535601917542762	Raw	EX2
438	0.17784040887838815	Raw	EX2
439	0.15733843923171156	Raw	EX2
440	0.09446301923631123	Raw	EX2
441	0.13203568567836635	Raw	EX2
442	0.16339129732752086	Raw	EX2
443	0.12906203114132522	Raw	EX2
444	0.19480553511695847	Raw	EX2
445	0.09584920660757207	Raw	EX2
446	0.1375574625723848	Raw	EX2
447	0.12418138506111416	Raw	EX2
448	0.14582379720071684	Raw	EX2
449	0.13454501554523574	Raw	EX2
450	0.12754407424937217	Raw	EX2
451	0.13492149039015516	Raw	EX2
452	0.15497750151254122	Raw	EX2
453	0.16099635361185272	Raw	EX2
454	0.16681969725459792	Raw	EX2
455	0.1910768208086857	Raw	EX2
456	0.14444677744763235	Raw	EX2
457	0.19268507187886166	Raw	EX2
458	0.11986409034260348	Raw	EX2
459	0.15105560939289195	Raw	EX2
460	0.11539164429345797	Raw	EX2
461	0.12310374486005464	Raw	EX2
462	0.1174668916547941	Raw	EX2
463	0.11804955855870732	Raw	EX2
464	0.14975965945590095	Raw	EX2
465	0.12859200047925376	Raw	EX2
466	0.15182433053376512	Raw	EX2
467	0.16747585610550722	Raw	EX2
468	0.127769564858674	Raw	EX2
469	0.09632006556591102	Raw	EX2
470	0.16849842734221906	Raw	EX2
471	0.11438868286952789	Raw	EX2
472	0.12198550903000026	Raw	EX2
473	0.12794006415294756	Raw	EX2
474	0.12082261257426949	Raw	EX2
475	0.15852934098247992	Raw	EX2
476	0.13664805668568014	Raw	EX2
477	0.2227150720226621	Raw	EX2
478	0.2032162602881397	Raw	EX2
479	0.20577469862605982	Raw	EX2
480	0.16275283125053702	Raw	EX2
481	0.1906959284989958	Raw	EX2
482	0.2362969925536225	Raw	EX2
483	0.24631873988288788	Raw	EX2
484	0.2245355322403919	Raw	EX2
485	0.18151626001968235	Raw	EX2
486	0.1963649857229274	Raw	EX2
487	0.19632116337898306	Raw	EX2
488	0.18249700294027074	Raw	EX2
489	0.19373219455883312	Raw	EX2
490	0.13833419540464997	Raw	EX2
491	0.20041557213248454	Raw	EX2
492	0.1618574417950247	Raw	EX2
493	0.18830536297596207	Raw	EX2
494	0.18028213286919087	Raw	EX2
495	0.18544512636570143	Raw	EX2
496	0.16864125004451572	Raw	EX2
497	0.17258073566705825	Raw	EX2
498	0.18538918770523585	Raw	EX2
499	0.17840181091893853	Raw	EX2
500	0.17271116980256315	Raw	EX2
501	0.16354826165115047	Raw	EX2
502	0.13205786063644398	Raw	EX2
503	0.12420244736749006	Raw	EX2
504	0.18294229182773028	Raw	EX2
505	0.12230510739075441	Raw	EX2
506	0.20170122196560264	Raw	EX2
507	0.20530129812024334	Raw	EX2
508	0.1729030138938519	Raw	EX2
509	0.1408034398540796	Raw	EX2
510	0.13794308095857458	Raw	EX2
511	0.1679638189612315	Raw	EX2
512	0.20029240688394642	Raw	EX2
513	0.22731163703720567	Raw	EX2
514	0.1737982221984859	Raw	EX2
515	0.1888106246713238	Raw	EX2
516	0.1454031487527397	Raw	EX2
517	0.19580686141329368	Raw	EX2
518	0.17150241336678465	Raw	EX2
519	0.16223382325034388	Raw	EX2
520	0.16112657710890702	Raw	EX2
521	0.15717538121755406	Raw	EX2
522	0.18120768871236156	Raw	EX2
523	0.16212282047042945	Raw	EX2
524	0.16594130629714265	Raw	EX2
525	0.19846303350201233	Raw	EX2
526	0.1515983628901952	Raw	EX2
527	0.11496485704820286	Raw	EX2
528	0.15256279875549203	Raw	EX2
529	0.15870616134681695	Raw	EX2
530	0.16252006600191143	Raw	EX2
531	0.18041814061524156	Raw	EX2
532	0.1638853759070759	Raw	EX2
533	0.20297623644717577	Raw	EX2
534	0.17693026457338207	Raw	EX2
535	0.154384878590483	Raw	EX2
536	0.13659217752167999	Raw	EX2
537	0.15489823816324017	Raw	EX2
538	0.1344897242532863	Raw	EX2
539	0.1724673819166731	Raw	EX2
540	0.14770765526323926	Raw	EX2
541	0.14125087011951568	Raw	EX2
542	0.15465916018357587	Raw	EX2
543	0.16386921398025567	Raw	EX2
544	0.17249366840656233	Raw	EX2
545	0.15843389894445276	Raw	EX2
546	0.1296470475429758	Raw	EX2
547	0.14226230930790307	Raw	EX2
548	0.15438563576424585	Raw	EX2
549	0.1408033268041076	Raw	EX2
550	0.11054342630195126	Raw	EX2
551	0.15065336659611595	Raw	EX2
552	0.10107394088319796	Raw	EX2
553	0.146767955321162	Raw	EX2
554	0.1684384787090995	Raw	EX2
555	0.19542046290074314	Raw	EX2
556	0.15594770646048356	Raw	EX2
557	0.16740248616987632	Raw	EX2
558	0.10764104199651983	Raw	EX2
559	0.14123906247621534	Raw	EX2
560	0.12884878850937284	Raw	EX2
561	0.1573405391234221	Raw	EX2
562	0.12978141214175137	Raw	EX2
563	0.1822632816731853	Raw	EX2
564	0.13865884144901242	Raw	EX2
565	0.19718441035160958	Raw	EX2
566	0.14383238020120798	Raw	EX2
567	0.11661157461636137	Raw	EX2
568	0.171950696909433	Raw	EX2
569	0.11078318013627234	Raw	EX2
570	0.14402977706229278	Raw	EX2
571	0.16059254946486057	Raw	EX2
572	0.16017892194801242	Raw	EX2
573	0.1776904927085433	Raw	EX2
574	0.15344332841440045	Raw	EX2
575	0.12328730991370747	Raw	EX2
576	0.15706266447573825	Raw	EX2
577	0.16600410222168696	Raw	EX2
578	0.18473647890194148	Raw	EX2
579	0.19908038686299454	Raw	EX2
580	0.13022268361661643	Raw	EX2
581	0.11340169597707925	Raw	EX2
582	0.1198015811749476	Raw	EX2
583	0.1491792843611593	Raw	EX2
584	0.14829695655549557	Raw	EX2
585	0.14746148719243649	Raw	EX2
586	0.11279629176910878	Raw	EX2
587	0.17261047022118783	Raw	EX2
588	0.1418601526969421	Raw	EX2
589	0.15948304325576326	Raw	EX2
590	0.16403696535596168	Raw	EX2
591	0.11285722280577992	Raw	EX2
592	0.10321355348370662	Raw	EX2
593	0.12855346720428287	Raw	EX2
594	0.131528170139099	Raw	EX2
595	0.12571895369231356	Raw	EX2
596	0.1284963529901455	Raw	EX2
597	0.14430808709534212	Raw	EX2
598	0.14199354345861637	Raw	EX2
599	0.1312610058167992	Raw	EX2
600	0.1490438216306739	Raw	EX2
601	0.1821565966069245	Raw	EX2
602	0.14621181562924895	Raw	EX2
603	0.0892281061883019	Raw	EX2
604	0.1297418414991977	Raw	EX2
605	0.14204619089343862	Raw	EX2
606	0.10100849272159432	Raw	EX2
607	0.14219293095141483	Raw	EX2
608	0.15304085574808837	Raw	EX2
609	0.1612663976542942	Raw	EX2
610	0.16341735023782714	Raw	EX2
611	0.141097068388242	Raw	EX2
612	0.13307994616399457	Raw	EX2
613	0.1771036164807395	Raw	EX2
614	0.15220335447130884	Raw	EX2
615	0.15624151020375818	Raw	EX2
616	0.1360424217965362	Raw	EX2
617	0.136106360590381	Raw	EX2
618	0.13373363726924936	Raw	EX2
619	0.18524436211407008	Raw	EX2
620	0.11440292299670184	Raw	EX2
621	0.13685984926534092	Raw	EX2
622	0.11151262835819803	Raw	EX2
623	0.14611330369923062	Raw	EX2
624	0.12341768029433293	Raw	EX2
625	0.14507870684042143	Raw	EX2
626	0.14914459705520275	Raw	EX2
627	0.16964764832046159	Raw	EX2
628	0.11340200786016442	Raw	EX2
629	0.17164512620497122	Raw	EX2
630	0.13993079670244593	Raw	EX2
631	0.16156389340454386	Raw	EX2
632	0.1039614629745492	Raw	EX2
633	0.16881361933216296	Raw	EX2
634	0.17252940440572312	Raw	EX2
635	0.15011353856381984	Raw	EX2
636	0.12580455845345448	Raw	EX2
637	0.10393582399738978	Raw	EX2
638	0.12172961292301486	Raw	EX2
639	0.09569921738133731	Raw	EX2
640	0.13903054258869718	Raw	EX2
641	0.14584705370985054	Raw	EX2
642	0.14508201183439196	Raw	EX2
643	0.11905027468907152	Raw	EX2
644	0.11223571019484493	Raw	EX2
645	0.16351017539967572	Raw	EX2
646	0.15208708797395334	Raw	EX2
647	0.17396945662549296	Raw	EX2
648	0.09965376287502872	Raw	EX2
649	0.08468127370383928	Raw	EX2
650	0.06958123054614485	Raw	EX2
651	0.17238817837396142	Raw	EX2
652	0.12922143342876627	Raw	EX2
653	0.13336372848003356	Raw	EX2
654	0.16332196076739444	Raw	EX2
655	0.13620641812758696	Raw	EX2
656	0.15093004139306593	Raw	EX2
657	0.1350481405965088	Raw	EX2
658	0.10164075869737138	Raw	EX2
659	0.14468557804945473	Raw	EX2
660	0.15129980168987067	Raw	EX2
661	0.10153663775204898	Raw	EX2
662	0.15284151389208184	Raw	EX2
663	0.14251907142504858	Raw	EX2
664	0.15853481062345415	Raw	EX2
665	0.11920082053435642	Raw	EX2
666	0.11079219275097232	Raw	EX2
667	0.10617024327588187	Raw	EX2
668	0.1350990516300408	Raw	EX2
669	0.1348680329485078	Raw	EX2
670	0.12127836633833128	Raw	EX2
671	0.15296557512423997	Raw	EX2
672	0.12752237749627549	Raw	EX2
673	0.12976255704120507	Raw	EX2
674	0.15615050116130438	Raw	EX2
675	0.10670989937230707	Raw	EX2
676	0.21856197632261923	Raw	EX3
677	0.17243463473280424	Raw	EX3
678	0.19589535274307468	Raw	EX3
679	0.19433243862641125	Raw	EX3
680	0.2072191847912957	Raw	EX3
681	0.1970208610563986	Raw	EX3
682	0.18512492177235318	Raw	EX3
683	0.16186793955687856	Raw	EX3
684	0.14442092775615492	Raw	EX3
685	0.1697933623896943	Raw	EX3
686	0.15510843174210964	Raw	EX3
687	0.18125674236826886	Raw	EX3
688	0.1840507387665122	Raw	EX3
689	0.16275379512466395	Raw	EX3
690	0.18009633420544277	Raw	EX3
691	0.19417130661092152	Raw	EX3
692	0.19707243630981888	Raw	EX3
693	0.1673150744133875	Raw	EX3
694	0.18330502025527798	Raw	EX3
695	0.18392699293042974	Raw	EX3
696	0.192455291993624	Raw	EX3
697	0.1630362617953413	Raw	EX3
698	0.1534282812159878	Raw	EX3
699	0.1678492207863026	Raw	EX3
700	0.1757709877468759	Raw	EX3
701	0.17644541846229397	Raw	EX3
702	0.1338247337736298	Raw	EX3
703	0.1807511130772257	Raw	EX3
704	0.175709447687655	Raw	EX3
705	0.16176058860173514	Raw	EX3
706	0.16805791452010757	Raw	EX3
707	0.16637765630998486	Raw	EX3
708	0.15415572510462247	Raw	EX3
709	0.13808308778746348	Raw	EX3
710	0.13416033998442903	Raw	EX3
711	0.15162912002959167	Raw	EX3
712	0.17629689453945244	Raw	EX3
713	0.17944843713659386	Raw	EX3
714	0.15378632689541263	Raw	EX3
715	0.17079144092049994	Raw	EX3
716	0.13766229164393975	Raw	EX3
717	0.1858706608492724	Raw	EX3
718	0.14113763603813426	Raw	EX3
719	0.11400710699796186	Raw	EX3
720	0.16772118444003464	Raw	EX3
721	0.19740167623502558	Raw	EX3
722	0.14656855712673197	Raw	EX3
723	0.13152856903843657	Raw	EX3
724	0.15736668549998264	Raw	EX3
725	0.12883421869705278	Raw	EX3
726	0.15045501460548152	Raw	EX3
727	0.15961554369535308	Raw	EX3
728	0.15631083269314372	Raw	EX3
729	0.15651526070024716	Raw	EX3
730	0.14172669686769054	Raw	EX3
731	0.15088529400385844	Raw	EX3
732	0.18477186206627258	Raw	EX3
733	0.12066029782546651	Raw	EX3
734	0.12239599058931679	Raw	EX3
735	0.13308127964792696	Raw	EX3
736	0.1381855373523091	Raw	EX3
737	0.14271694897377293	Raw	EX3
738	0.13489352288438278	Raw	EX3
739	0.13634894766722566	Raw	EX3
740	0.17087928638473548	Raw	EX3
