	correlation with metacell	method	celltype
2943	0.4807196807757008	scImpute	EX3
2944	0.5009291367919582	scImpute	EX3
2945	0.5012996967509258	scImpute	EX3
2946	0.25766375722483437	scImpute	EX3
2947	0.4623617946360374	scImpute	EX3
2948	0.43817547182112543	scImpute	EX3
2949	0.4454198190836722	scImpute	EX3
2950	0.4671769348241262	scImpute	EX3
2951	0.5110605772171686	scImpute	EX3
2952	0.44330906847441875	scImpute	EX3
2953	0.5269462678644917	scImpute	EX3
2954	0.4716156224573231	scImpute	EX3
2955	0.47074330963991967	scImpute	EX3
2956	0.35059498315201754	scImpute	EX3
2957	0.47616570304001704	scImpute	EX3
2958	0.4651060801573601	scImpute	EX3
2959	0.46050774517871246	scImpute	EX3
2960	0.29402773031642343	scImpute	EX3
2961	0.4959985947952466	scImpute	EX3
2962	0.5109898223548687	scImpute	EX3
2963	0.4738407052531156	scImpute	EX3
2964	0.5124334294068023	scImpute	EX3
2965	0.43805390187920656	scImpute	EX3
2966	0.4975687356615314	scImpute	EX3
2967	0.3704316988529866	scImpute	EX3
2968	0.36414462608810616	scImpute	EX3
2969	0.37715181673062115	scImpute	EX3
2970	0.5536365792580548	scImpute	EX3
2971	0.483446951772188	scImpute	EX3
2972	0.47935403687490186	scImpute	EX3
2973	0.47649281100194263	scImpute	EX3
2974	0.3358087846021066	scImpute	EX3
2975	0.4743479671830113	scImpute	EX3
2976	0.45350440370576073	scImpute	EX3
2977	0.5182021779990289	scImpute	EX3
2978	0.5284619688172216	scImpute	EX3
2979	0.4866709797002679	scImpute	EX3
2980	0.5189381617076441	scImpute	EX3
2981	0.5378171235183934	scImpute	EX3
2982	0.4441146658379616	scImpute	EX3
2983	0.5310646862311801	scImpute	EX3
2984	0.49849551440721396	scImpute	EX3
2985	0.4579279134108813	scImpute	EX3
2986	0.3205497588331975	scImpute	EX3
2987	0.5380871796850534	scImpute	EX3
2988	0.3262662715352792	scImpute	EX3
2989	0.4582963291971071	scImpute	EX3
2990	0.4568101734199017	scImpute	EX3
2991	0.374249055822501	scImpute	EX3
2992	0.36356360540750166	scImpute	EX3
2993	0.4354107126031875	scImpute	EX3
2994	0.3000639963389272	scImpute	EX3
2995	0.3696220760426509	scImpute	EX3
2996	0.48447771581873467	scImpute	EX3
2997	0.4939398856536054	scImpute	EX3
2998	0.3381454622534367	scImpute	EX3
2999	0.3647422010676274	scImpute	EX3
3000	0.48622374802417767	scImpute	EX3
3001	0.4686619787299678	scImpute	EX3
3002	0.5154686547457591	scImpute	EX3
3003	0.2997140088730786	scImpute	EX3
3004	0.5120163456146122	scImpute	EX3
3005	0.49055842907529246	scImpute	EX3
3006	0.48423437332029784	scImpute	EX3
3007	0.47330312308305855	scImpute	EX3
3008	0.47340971743046173	scImpute	EX3
3009	0.4661476092726428	scImpute	EX3
3010	0.44057285343717756	scImpute	EX3
3011	0.2896906739140192	scImpute	EX3
3012	0.5372480316616689	scImpute	EX3
3013	0.4860414751730914	scImpute	EX3
3014	0.4906741128686976	scImpute	EX3
3015	0.4087708228795414	scImpute	EX3
3016	0.5016842278241769	scImpute	EX3
3017	0.28477645075488806	scImpute	EX3
3018	0.33124427388583066	scImpute	EX3
3019	0.4256423746860964	scImpute	EX3
3020	0.4936623947848912	scImpute	EX3
3021	0.5482244475190065	scImpute	EX3
3022	0.3526223473224425	scImpute	EX3
3023	0.3625416364504378	scImpute	EX3
3024	0.3868601673678371	scImpute	EX3
3025	0.46001596767394676	scImpute	EX3
3026	0.49286849823957296	scImpute	EX3
3027	0.39169059934521333	scImpute	EX3
3028	0.23431579346832268	scImpute	EX3
3029	0.18867979921725855	scImpute	EX3
3030	0.1599378600003709	scImpute	EX3
3031	0.17097002196572633	scImpute	EX3
3032	0.20451059713539968	scImpute	EX3
3033	0.1502737493208723	scImpute	EX3
3034	0.1799550603395586	scImpute	EX3
3035	0.18937360078291118	scImpute	EX3
3036	0.1747001294850293	scImpute	EX3
3037	0.1693311600685772	scImpute	EX3
3038	0.22175636839387183	scImpute	EX3
3039	0.18108468716984982	scImpute	EX3
3040	0.1909870487639692	scImpute	EX3
3041	0.1991010266799846	scImpute	EX3
3042	0.1594931834548704	scImpute	EX3
3043	0.1487042412952702	scImpute	EX3
3044	0.18479109596921062	scImpute	EX3
3045	0.21104338423722668	scImpute	EX3
3046	0.14780419184370155	scImpute	EX3
3047	0.17473134270483717	scImpute	EX3
3048	0.18261716626119393	scImpute	EX3
3049	0.17770158044400294	scImpute	EX3
3050	0.18809245047446776	scImpute	EX3
3051	0.15302992063409174	scImpute	EX3
3052	0.5267210958657212	scImpute	EX3
3053	0.1843754826691958	scImpute	EX3
3054	0.20024717118255977	scImpute	EX3
3055	0.18243120930002288	scImpute	EX3
3056	0.17443184798753633	scImpute	EX3
3057	0.19603956235735745	scImpute	EX3
3058	0.1817932184237168	scImpute	EX3
3059	0.16389027930484804	scImpute	EX3
3060	0.4295601276529266	scImpute	EX3
3061	0.5171932865518503	scImpute	EX3
3062	0.15032514232048955	scImpute	EX3
3063	0.17284028116342479	scImpute	EX3
3064	0.5140327130993021	scImpute	EX3
3065	0.4277895971765198	scImpute	EX3
3066	0.1708422910067811	scImpute	EX3
3067	0.19924723907193645	scImpute	EX3
3068	0.14694479016255993	scImpute	EX3
3069	0.3003840737872658	scImpute	EX3
3070	0.532390693824097	scImpute	EX3
3071	0.1740368354100213	scImpute	EX3
3072	0.5305400689423871	scImpute	EX3
3073	0.18021197795115054	scImpute	EX3
3074	0.19976086228138018	scImpute	EX3
3075	0.42181684370879674	scImpute	EX3
3076	0.1842390218139423	scImpute	EX3
3077	0.18891354319015374	scImpute	EX3
3078	0.41477961287719856	scImpute	EX3
3079	0.16036018028557866	scImpute	EX3
3080	0.5129916418602694	scImpute	EX3
3081	0.31960852553976526	scImpute	EX3
3082	0.15125271835162696	scImpute	EX3
3083	0.39542565457321294	scImpute	EX3
3084	0.4973725355478369	scImpute	EX3
3085	0.16045591623482158	scImpute	EX3
3086	0.4077550070136648	scImpute	EX3
3087	0.4594209598829864	scImpute	EX3
3088	0.1439959072303352	scImpute	EX3
3089	0.4980830008679639	scImpute	EX3
3090	0.5034002896490511	scImpute	EX3
3091	0.18136876465315144	scImpute	EX3
3092	0.17208763297997873	scImpute	EX3
3093	0.4910763290108444	scImpute	EX3
3094	0.506530326427303	scImpute	EX3
3095	0.3723057990746149	scImpute	EX3
3096	0.17761247406797087	scImpute	EX3
3097	0.1453980730104684	scImpute	EX3
3098	0.5078889571856202	scImpute	EX3
3099	0.4558022204515422	scImpute	EX3
3100	0.4745319288417628	scImpute	EX3
3101	0.14697510126839367	scImpute	EX3
3102	0.4872985405488462	scImpute	EX3
3103	0.4390212163721439	scImpute	EX3
3104	0.46574196674525287	scImpute	EX3
3105	0.17271630034133756	scImpute	EX3
3106	0.5627020513965874	scImpute	EX3
3107	0.49894583143176907	scImpute	EX3
3108	0.16278439683483784	scImpute	EX3
3109	0.4276266417903579	scImpute	EX3
3110	0.14631769596679686	scImpute	EX3
3111	0.44570854124380493	scImpute	EX3
3112	0.5446812603145638	scImpute	EX3
3113	0.5393109509387525	scImpute	EX3
3114	0.5289919235098908	scImpute	EX3
3115	0.5137346943851948	scImpute	EX3
3116	0.4551177775489748	scImpute	EX3
3117	0.5226107811323383	scImpute	EX3
3118	0.17909047389795135	scImpute	EX3
3119	0.4102147727306725	scImpute	EX3
3120	0.537684646673901	scImpute	EX3
3121	0.43859051646025776	scImpute	EX3
3122	0.516194036293894	scImpute	EX3
3123	0.5352627118466036	scImpute	EX3
3124	0.5196009599038574	scImpute	EX3
3125	0.48541881122376795	scImpute	EX3
3126	0.3999990244715463	scImpute	EX3
3127	0.5008334071324377	scImpute	EX3
3128	0.4862055052199803	scImpute	EX3
3129	0.5015092916032645	scImpute	EX3
3130	0.45543646187518755	scImpute	EX3
3131	0.5178214279495408	scImpute	EX3
3132	0.5331557586604159	scImpute	EX3
3133	0.4979644421675189	scImpute	EX3
3134	0.3008667572756552	scImpute	EX3
3135	0.4937989636802662	scImpute	EX3
3136	0.4773365271067875	scImpute	EX3
3137	0.5274367704845537	scImpute	EX3
3138	0.5261413184362177	scImpute	EX3
3139	0.49892412649840634	scImpute	EX3
3140	0.5362944846390807	scImpute	EX3
3141	0.46818221526234444	scImpute	EX3
3142	0.5060870718644495	scImpute	EX3
3143	0.5003835256436334	scImpute	EX3
3144	0.534053241248415	scImpute	EX3
3145	0.4820012213970767	scImpute	EX3
3146	0.5080706415398816	scImpute	EX3
3147	0.5507084390037726	scImpute	EX3
3148	0.47827890863425676	scImpute	EX3
3149	0.5512868534407661	scImpute	EX3
3150	0.27482342606556387	scImpute	EX3
3151	0.4153599048610286	scImpute	EX3
3152	0.45360664229742625	scImpute	EX3
3153	0.4969338199504432	scImpute	EX3
3154	0.5472388144552256	scImpute	EX3
3155	0.4856059875180005	scImpute	EX3
3156	0.3823935606231388	scImpute	EX3
3157	0.4824333534482268	scImpute	EX3
3158	0.5202178756939478	scImpute	EX3
3159	0.46450950791316997	scImpute	EX3
3160	0.5272751671176614	scImpute	EX3
3161	0.5132392649449488	scImpute	EX3
3162	0.514846508650744	scImpute	EX3
3163	0.5147999824182059	scImpute	EX3
3164	0.5322428093855271	scImpute	EX3
3165	0.43901914353986127	scImpute	EX3
3166	0.451933343952133	scImpute	EX3
3167	0.5393315919112679	scImpute	EX3
3168	0.4767165338893121	scImpute	EX3
3169	0.4033910683431992	scImpute	EX3
3170	0.5037763817266105	scImpute	EX3
3171	0.4954565344200147	scImpute	EX3
3172	0.5628636586955144	scImpute	EX3
3173	0.5250571817565616	scImpute	EX3
3174	0.3765494322664666	scImpute	EX3
3175	0.4391267691091549	scImpute	EX3
3176	0.45893210012928926	scImpute	EX3
3177	0.5353012756065314	scImpute	EX3
3178	0.49296923112788965	scImpute	EX3
3179	0.4702076241038557	scImpute	EX3
3180	0.5104432360530198	scImpute	EX3
3181	0.5493351878072967	scImpute	EX3
3182	0.3904181137060978	scImpute	EX3
3183	0.3694511913491742	scImpute	EX3
3184	0.4622537156155627	scImpute	EX3
3185	0.4733058453181778	scImpute	EX3
3186	0.5438545165458765	scImpute	EX3
3187	0.5218382153350789	scImpute	EX3
3188	0.4590072031971501	scImpute	EX3
3189	0.4931014771357028	scImpute	EX3
3190	0.4773551652586561	scImpute	EX3
3191	0.45173189164506583	scImpute	EX3
3192	0.46346406977037885	scImpute	EX3
3193	0.5107873522858962	scImpute	EX3
3194	0.48675742490009344	scImpute	EX3
3195	0.4402984297988581	scImpute	EX3
3196	0.40667368679302035	scImpute	EX3
3197	0.4673342201209471	scImpute	EX3
3198	0.380074369831838	scImpute	EX3
3199	0.5274174098615219	scImpute	EX3
3200	0.5335042286816366	scImpute	EX3
3201	0.4694671447231054	scImpute	EX3
3202	0.5384549126849604	scImpute	EX3
3203	0.5282434725090346	scImpute	EX3
3204	0.4803580623773418	scImpute	EX3
3205	0.5006439277263365	scImpute	EX3
3206	0.30728641741935925	scImpute	EX3
3207	0.46598516289289604	scImpute	EX3
3208	0.48847502182954267	scImpute	EX3
3209	0.46952165536611634	scImpute	EX3
3210	0.42524470393815045	scImpute	EX3
3211	0.4561492774461928	scImpute	EX3
3212	0.49539690658854324	scImpute	EX3
3213	0.47346231795680005	scImpute	EX3
3214	0.52345281070697	scImpute	EX3
3215	0.5375940375545041	scImpute	EX3
3216	0.4889667400993253	scImpute	EX3
3217	0.5514892690596509	scImpute	EX3
3218	0.46279581106196127	scImpute	EX3
3219	0.49624941127662947	scImpute	EX3
3220	0.2761265210577445	scImpute	EX3
3221	0.44933812372257875	scImpute	EX3
3222	0.4998054117283116	scImpute	EX3
3223	0.4442120899609057	scImpute	EX3
3224	0.4927476929883969	scImpute	EX3
3225	0.48054276711930893	scImpute	EX3
3226	0.5111206330047002	scImpute	EX3
3227	0.45787431720014554	scImpute	EX3
3228	0.3594293336217248	scImpute	EX3
3229	0.5095711824568665	scImpute	EX3
3230	0.5064004271471175	scImpute	EX3
3231	0.47267938737606474	scImpute	EX3
3232	0.5136812066298788	scImpute	EX3
3233	0.5004835616650943	scImpute	EX3
3234	0.295535987156199	scImpute	EX3
3235	0.4892745414009591	scImpute	EX3
3236	0.27143902845073475	scImpute	EX3
3237	0.2832846169649066	scImpute	EX3
3238	0.37544725643100896	scImpute	EX3
3239	0.4759905932332718	scImpute	EX3
3240	0.47827064261786306	scImpute	EX3
3241	0.48528634706318224	scImpute	EX3
3242	0.48065460900436385	scImpute	EX3
3243	0.5021057058094281	scImpute	EX3
3244	0.5174397861253615	scImpute	EX3
3245	0.5463870235428111	scImpute	EX3
3246	0.2961823870078628	scImpute	EX3
3247	0.3691425777610032	scImpute	EX3
3248	0.5049363927324396	scImpute	EX3
3249	0.4605841257562417	scImpute	EX3
3250	0.32066110395883135	scImpute	EX3
3251	0.4451282541178591	scImpute	EX3
3252	0.5324729759123411	scImpute	EX3
3253	0.48161665120174013	scImpute	EX3
3254	0.5264752432656566	scImpute	EX3
3255	0.360448493866113	scImpute	EX3
3256	0.3315194486733208	scImpute	EX3
3257	0.5339988178502999	scImpute	EX3
3258	0.46173121560016006	scImpute	EX3
3259	0.5255472500837304	scImpute	EX3
3260	0.48182656915569866	scImpute	EX3
3261	0.2728851208380281	scImpute	EX3
3262	0.3498128440853165	scImpute	EX3
3263	0.3795095143385033	scImpute	EX3
3264	0.4629791249042493	scImpute	EX3
3265	0.5211215928934462	scImpute	EX3
3266	0.31119162631742614	scImpute	EX3
3267	0.37839692688480014	scImpute	EX3
3268	0.4900487211450813	scImpute	EX3
3269	0.47582996158126845	scImpute	EX3
3270	0.49723982252917237	scImpute	EX3
3271	0.3844441963894749	scImpute	EX3
3272	0.5106762517235243	scImpute	EX3
3273	0.44995027841201696	scImpute	EX3
3274	0.2160964726727069	scImpute	EX3
3275	0.3022264912582146	scImpute	EX3
3276	0.4753970244572382	scImpute	EX3
3277	0.4993187138907736	scImpute	EX3
3278	0.5423494422050709	scImpute	EX3
3279	0.3766145295817323	scImpute	EX3
3280	0.2350339755430633	scImpute	EX3
3281	0.4670669646192076	scImpute	EX3
3282	0.4737306921325625	scImpute	EX3
3283	0.21059537505882472	scImpute	IN1
3284	0.42364221639797695	scImpute	IN1
3285	0.24038144909210718	scImpute	IN1
3286	0.3009336956138134	scImpute	IN1
3287	0.23515410062342687	scImpute	IN1
3288	0.4474084520225349	scImpute	IN1
3289	0.4396224476088605	scImpute	IN1
3290	0.3055340482406315	scImpute	IN1
3291	0.48468446831001527	scImpute	IN1
3292	0.48626919340210667	scImpute	IN1
3293	0.43963875602536645	scImpute	IN1
3294	0.481728959474148	scImpute	IN1
3295	0.38774575782475357	scImpute	IN1
3296	0.43674734976920515	scImpute	IN1
3297	0.4787492104159068	scImpute	IN1
3298	0.39403468019039495	scImpute	IN1
3299	0.4552754421875924	scImpute	IN1
3300	0.4838425324417014	scImpute	IN1
3301	0.39836202746200694	scImpute	IN1
3302	0.477566363784719	scImpute	IN1
3303	0.4187742369808487	scImpute	IN1
3304	0.44844304637823945	scImpute	IN1
3305	0.28318257432145766	scImpute	IN1
3306	0.4193387942682064	scImpute	IN1
3307	0.3966986640474464	scImpute	IN1
3308	0.3683939296924955	scImpute	IN1
3309	0.42774697846286025	scImpute	IN1
3310	0.36134357781921406	scImpute	IN1
3311	0.4720430885014429	scImpute	IN1
3312	0.3073114376629147	scImpute	IN1
3313	0.4229124617167953	scImpute	IN1
3314	0.38910171798440263	scImpute	IN1
3315	0.45479276267141433	scImpute	IN1
3316	0.3254420701085693	scImpute	IN1
3317	0.39324320022327347	scImpute	IN1
3318	0.463288795978398	scImpute	IN1
3319	0.4521067279147499	scImpute	IN1
3320	0.4657701848998457	scImpute	IN1
3321	0.4619434315348097	scImpute	IN1
3322	0.3474396034201696	scImpute	IN1
3323	0.4566165120838665	scImpute	IN1
3324	0.36494795800899094	scImpute	IN1
3325	0.3373109894689916	scImpute	IN1
3326	0.36943921120840595	scImpute	IN1
3327	0.25967662146577847	scImpute	IN1
3328	0.43609262140745564	scImpute	IN1
3329	0.38104356854333454	scImpute	IN1
3330	0.4398481593680415	scImpute	IN1
3331	0.41621551201520524	scImpute	IN1
3332	0.35576117464759693	scImpute	IN1
3333	0.4248127923828193	scImpute	IN1
3334	0.4002701174068974	scImpute	IN1
3335	0.35399284621018934	scImpute	IN1
3336	0.436810847549007	scImpute	IN1
3337	0.42443878327691303	scImpute	IN1
3338	0.4000527553740597	scImpute	IN1
3339	0.35300801655587605	scImpute	IN1
3340	0.43559172516398775	scImpute	IN1
3341	0.46254425265728993	scImpute	IN1
3342	0.35436970459071987	scImpute	IN1
3343	0.45044320039466934	scImpute	IN1
3344	0.4264794954457979	scImpute	IN1
3345	0.4076035933602131	scImpute	IN1
3346	0.31344285821951057	scImpute	IN1
3347	0.402629831473988	scImpute	IN1
3348	0.3675702207403517	scImpute	IN1
3349	0.4062368733813954	scImpute	IN1
3350	0.3674627744762219	scImpute	IN1
3351	0.34636798113842565	scImpute	IN1
3352	0.3571055116024483	scImpute	IN1
3353	0.43624537491955656	scImpute	IN1
3354	0.3610539682257106	scImpute	IN1
3355	0.4458675645980779	scImpute	IN1
3356	0.37360998948307905	scImpute	IN1
3357	0.3283006570055494	scImpute	IN1
3358	0.46768613285768923	scImpute	IN1
3359	0.3317005037449388	scImpute	IN1
3360	0.35263302520382583	scImpute	IN1
3361	0.33309956558201415	scImpute	IN1
3362	0.37918329748090407	scImpute	IN1
3363	0.37014749032155797	scImpute	IN1
3364	0.3468955306954691	scImpute	IN1
3365	0.325062698397926	scImpute	IN1
3366	0.348791165835954	scImpute	IN1
3367	0.36037710478610335	scImpute	IN1
3368	0.4414936394982159	scImpute	IN1
3369	0.31137280573379184	scImpute	IN1
3370	0.4359531645673291	scImpute	IN1
3371	0.3295252541996698	scImpute	IN1
3372	0.39901495180372654	scImpute	IN1
3373	0.3420213450956104	scImpute	IN1
3374	0.38899506535498674	scImpute	IN1
3375	0.3351500883061334	scImpute	IN1
3376	0.40013294994618026	scImpute	IN1
3377	0.3005724429205097	scImpute	IN1
3378	0.3329751949579305	scImpute	IN1
3379	0.2808053579843202	scImpute	IN1
3380	0.25061929274583084	scImpute	IN1
3381	0.27127581864861006	scImpute	IN1
3382	0.256097747061447	scImpute	IN1
3383	0.19685116223690882	scImpute	IN1
3384	0.24631744283049345	scImpute	IN1
3385	0.301576028627473	scImpute	IN1
3386	0.4213630144651666	scImpute	IN1
3387	0.47601134421975705	scImpute	IN1
3388	0.48199803313033834	scImpute	IN1
3389	0.2610883441654715	scImpute	IN1
3390	0.4499414704691896	scImpute	IN1
3391	0.4947567198628065	scImpute	IN1
3392	0.40741339354055145	scImpute	IN1
3393	0.46893530416769513	scImpute	IN1
3394	0.446319422608315	scImpute	IN1
3395	0.42490771198716465	scImpute	IN1
3396	0.3050864436571564	scImpute	IN1
3397	0.3996336594864207	scImpute	IN1
3398	0.4070877329150661	scImpute	IN1
3399	0.42043119124236694	scImpute	IN1
3400	0.4599652262401609	scImpute	IN1
3401	0.47637662985100343	scImpute	IN1
3402	0.3737645616882143	scImpute	IN1
3403	0.5011703071774802	scImpute	IN1
3404	0.37634621825866404	scImpute	IN1
3405	0.4197725595610228	scImpute	IN1
3406	0.40241508897833267	scImpute	IN1
3407	0.34337277912171665	scImpute	IN1
3408	0.40978245722634254	scImpute	IN1
3409	0.41959701557613593	scImpute	IN1
3410	0.4616688120188719	scImpute	IN1
3411	0.4541513314516556	scImpute	IN1
3412	0.42649964937002977	scImpute	IN1
3413	0.4359808262379757	scImpute	IN1
3414	0.4448546276333256	scImpute	IN1
3415	0.481481861927979	scImpute	IN1
3416	0.4868845063966882	scImpute	IN1
3417	0.345203895666049	scImpute	IN1
3418	0.45012474501600996	scImpute	IN1
3419	0.34964003421680523	scImpute	IN1
3420	0.4544154736725645	scImpute	IN1
3421	0.3853248671584954	scImpute	IN1
3422	0.376690438781146	scImpute	IN1
3423	0.3357372647834324	scImpute	IN1
3424	0.4108239419977397	scImpute	IN1
3425	0.4503348710232481	scImpute	IN1
3426	0.44566024375394847	scImpute	IN1
3427	0.362712030962769	scImpute	IN1
3428	0.4233777956996804	scImpute	IN1
3429	0.4237722359899628	scImpute	IN1
3430	0.3469289760543558	scImpute	IN1
3431	0.35806847858047214	scImpute	IN1
3432	0.4034995731111202	scImpute	IN1
3433	0.32752587607976386	scImpute	IN1
3434	0.3444043490019521	scImpute	IN1
3435	0.42459576614154254	scImpute	IN1
3436	0.3636357574084044	scImpute	IN1
3437	0.3216285644109761	scImpute	IN1
3438	0.32327862995305057	scImpute	IN1
3439	0.42078547907751673	scImpute	IN1
3440	0.43960246599000585	scImpute	IN1
3441	0.31921255366081625	scImpute	IN1
3442	0.45791974394843893	scImpute	IN1
3443	0.4043719260042264	scImpute	IN1
3444	0.3579631512394578	scImpute	IN1
3445	0.34874130423469457	scImpute	IN1
3446	0.3901004003731973	scImpute	IN1
3447	0.3586752655777013	scImpute	IN1
3448	0.45473998209651967	scImpute	IN1
3449	0.442966886225896	scImpute	IN1
3450	0.40509977067655367	scImpute	IN1
3451	0.323443125628237	scImpute	IN1
3452	0.33712352239818966	scImpute	IN1
3453	0.47102313312708705	scImpute	IN1
3454	0.3687114709139952	scImpute	IN1
3455	0.3567124082901103	scImpute	IN1
3456	0.3615381616748777	scImpute	IN1
3457	0.4011447615463443	scImpute	IN1
3458	0.340341971844592	scImpute	IN1
3459	0.4078804765845671	scImpute	IN1
3460	0.384304814799024	scImpute	IN1
3461	0.3830213706247436	scImpute	IN1
3462	0.4265676208292865	scImpute	IN1
3463	0.38448382344478665	scImpute	IN1
3464	0.33201596152117363	scImpute	IN1
3465	0.3493151590044906	scImpute	IN1
3466	0.3477804696387199	scImpute	IN1
3467	0.33619204470459413	scImpute	IN1
3468	0.34340173526862705	scImpute	IN1
3469	0.3314509142657593	scImpute	IN1
3470	0.3500778505250556	scImpute	IN1
3471	0.3111868969208175	scImpute	IN1
3472	0.4147075802133652	scImpute	IN1
3473	0.3310049865960769	scImpute	IN1
3474	0.3170036942308045	scImpute	IN1
3475	0.4063692202358505	scImpute	IN1
3476	0.34567996744332374	scImpute	IN1
3477	0.3642722489506957	scImpute	IN1
3478	0.26214219349003504	scImpute	IN2
3479	0.46703867844230157	scImpute	IN2
3480	0.47800123346062173	scImpute	IN2
3481	0.5180107901072575	scImpute	IN2
3482	0.5130434260646427	scImpute	IN2
3483	0.5597207718212748	scImpute	IN2
3484	0.5062120476321639	scImpute	IN2
3485	0.4836755126317663	scImpute	IN2
3486	0.5097751065602631	scImpute	IN2
3487	0.4921495973166094	scImpute	IN2
3488	0.4971908112598205	scImpute	IN2
3489	0.5314631052874759	scImpute	IN2
3490	0.5430040019849819	scImpute	IN2
3491	0.45268027561638674	scImpute	IN2
3492	0.3295818911664477	scImpute	IN2
3493	0.5100227595049935	scImpute	IN2
3494	0.5035010911669143	scImpute	IN2
3495	0.45910192404764555	scImpute	IN2
3496	0.4867424355341837	scImpute	IN2
3497	0.5247401464644191	scImpute	IN2
3498	0.29428250873773293	scImpute	IN2
3499	0.5143397672992595	scImpute	IN2
3500	0.38411095878980034	scImpute	IN2
3501	0.3454179793130061	scImpute	IN2
3502	0.5378786055589307	scImpute	IN2
3503	0.491342795423299	scImpute	IN2
3504	0.4688020991310527	scImpute	IN2
3505	0.46293609867016755	scImpute	IN2
3506	0.47938998714377856	scImpute	IN2
3507	0.45588144009542214	scImpute	IN2
3508	0.4527659954557771	scImpute	IN2
3509	0.4293815256269811	scImpute	IN2
3510	0.5119709108079068	scImpute	IN2
3511	0.4878712857833843	scImpute	IN2
3512	0.4868126070900629	scImpute	IN2
3513	0.4885676455534608	scImpute	IN2
3514	0.3562904789542844	scImpute	IN2
3515	0.52705565274319	scImpute	IN2
3516	0.4642422033521809	scImpute	IN2
3517	0.5121337798173875	scImpute	IN2
3518	0.3657303672327919	scImpute	IN2
3519	0.44140760004841517	scImpute	IN2
3520	0.46062619567598756	scImpute	IN2
3521	0.5320751049898131	scImpute	IN2
3522	0.4642829839344381	scImpute	IN2
3523	0.3494434386195325	scImpute	IN2
3524	0.44172470519903007	scImpute	IN2
3525	0.45951801299746076	scImpute	IN2
3526	0.3373084329323048	scImpute	IN2
3527	0.4992546397533218	scImpute	IN2
3528	0.4869783856806828	scImpute	IN2
3529	0.3522661650686295	scImpute	IN2
3530	0.491084106005097	scImpute	IN2
3531	0.46392623726177956	scImpute	IN2
3532	0.5304388712792222	scImpute	IN2
3533	0.3822010297640946	scImpute	IN2
3534	0.48318220756131186	scImpute	IN2
3535	0.5042494845971518	scImpute	IN2
3536	0.5467415377726546	scImpute	IN2
3537	0.4811745834665424	scImpute	IN2
3538	0.49060526058227777	scImpute	IN2
3539	0.4783566391401945	scImpute	IN2
3540	0.4960528281835422	scImpute	IN2
3541	0.5047970754063569	scImpute	IN2
3542	0.5078235187055598	scImpute	IN2
3543	0.34731349207501744	scImpute	IN2
3544	0.4726218599501306	scImpute	IN2
3545	0.45172965204793447	scImpute	IN2
3546	0.5436544210285695	scImpute	IN2
3547	0.5394703218232512	scImpute	IN2
3548	0.4556481351707533	scImpute	IN2
3549	0.5061367696064796	scImpute	IN2
3550	0.5070504329965149	scImpute	IN2
3551	0.3954822539878621	scImpute	IN2
3552	0.3511223328842757	scImpute	IN2
3553	0.4913724994612089	scImpute	IN2
3554	0.4808290098490207	scImpute	IN2
3555	0.46521682377437185	scImpute	IN2
3556	0.502955106790278	scImpute	IN2
3557	0.30583967815373786	scImpute	IN2
3558	0.44959478099693656	scImpute	IN2
3559	0.4817617477411933	scImpute	IN2
3560	0.5227036883349271	scImpute	IN2
3561	0.4876733336420588	scImpute	IN2
3562	0.31662928749764707	scImpute	IN2
3563	0.4951082537621384	scImpute	IN2
3564	0.48008931018940315	scImpute	IN2
3565	0.3618412993369869	scImpute	IN2
3566	0.5172372258191068	scImpute	IN2
3567	0.5008124368976264	scImpute	IN2
3568	0.4649490167853539	scImpute	IN2
3569	0.4632790826203096	scImpute	IN2
3570	0.5012143086785088	scImpute	IN2
3571	0.5284671856506298	scImpute	IN2
3572	0.29689767729967775	scImpute	IN2
3573	0.4652356982520644	scImpute	IN2
3574	0.43376436690605563	scImpute	IN2
3575	0.34977490520342597	scImpute	IN2
3576	0.4489974037126723	scImpute	IN2
3577	0.5204500510022971	scImpute	IN2
3578	0.570387060509734	scImpute	IN2
3579	0.3960901510858477	scImpute	IN2
3580	0.548143845605907	scImpute	IN2
3581	0.4011919923161844	scImpute	IN2
3582	0.510280710886722	scImpute	IN2
3583	0.48662643571720043	scImpute	IN2
3584	0.35026085262342443	scImpute	IN2
3585	0.3911697729282584	scImpute	IN2
3586	0.3596587052578894	scImpute	IN2
3587	0.5436416495741019	scImpute	IN2
3588	0.4710859434154803	scImpute	IN2
3589	0.3587949672082625	scImpute	IN2
3590	0.3275630791970764	scImpute	IN2
3591	0.2985188642801739	scImpute	IN2
3592	0.40852185143850706	scImpute	IN2
3593	0.4952994900775533	scImpute	IN2
3594	0.42625081923042146	scImpute	IN2
3595	0.3583126055618833	scImpute	IN2
3596	0.33235534685403323	scImpute	IN2
3597	0.32002003270218543	scImpute	IN2
3598	0.5101831726952855	scImpute	IN2
3599	0.4656785860337187	scImpute	IN2
3600	0.4930082761075023	scImpute	IN2
3601	0.46680495654260507	scImpute	IN2
3602	0.4783837269822917	scImpute	IN2
3603	0.36902322375146324	scImpute	IN2
3604	0.545583599410636	scImpute	IN2
3605	0.4736526242110974	scImpute	IN2
3606	0.4913660755402686	scImpute	IN2
3607	0.5010420975166425	scImpute	IN2
3608	0.5310362422133312	scImpute	IN2
3609	0.3737792821243197	scImpute	IN2
