	correlation with reference	method	corruption fraction
157	0.7926331889837916	Corrupted	0.1
158	0.8090098770727561	Corrupted	0.1
159	0.8393551233918048	Corrupted	0.1
160	0.7967448962159088	Corrupted	0.1
161	0.8018334052137362	Corrupted	0.1
162	0.8038274493454215	Corrupted	0.1
163	0.7697675856672498	Corrupted	0.1
164	0.7731030230952306	Corrupted	0.1
165	0.8092709119446503	Corrupted	0.1
166	0.7665376635365417	Corrupted	0.1
167	0.7564462027222476	Corrupted	0.1
168	0.7813082522186295	Corrupted	0.1
169	0.867192217483941	Corrupted	0.1
170	0.858887269041938	Corrupted	0.1
171	0.7678909260519	Corrupted	0.1
172	0.8114387544684349	Corrupted	0.1
173	0.7630209056493602	Corrupted	0.1
174	0.8102551925936714	Corrupted	0.1
175	0.7824550002181618	Corrupted	0.1
176	0.7835641849768096	Corrupted	0.1
177	0.8173677904597331	Corrupted	0.1
178	0.7738907518941013	Corrupted	0.1
179	0.7548384885301126	Corrupted	0.1
180	0.8433339822365699	Corrupted	0.1
181	0.7919950824759225	Corrupted	0.1
182	0.8204358151316673	Corrupted	0.1
183	0.7847607365068777	Corrupted	0.1
184	0.7917484462740895	Corrupted	0.1
185	0.7988277486508202	Corrupted	0.1
186	0.8092362466955206	Corrupted	0.1
187	0.7897465920376784	Corrupted	0.1
188	0.7975085392281231	Corrupted	0.1
189	0.8117028406931164	Corrupted	0.1
190	0.7992896014861789	Corrupted	0.1
191	0.734505202483269	Corrupted	0.1
192	0.7881134617274378	Corrupted	0.1
193	0.8070664073625544	Corrupted	0.1
194	0.778301643855423	Corrupted	0.1
195	0.7044853620657627	Corrupted	0.1
196	0.8138639511578974	Corrupted	0.1
197	0.7349366575207289	Corrupted	0.1
198	0.8940573204332174	Corrupted	0.1
199	0.7811253279807816	Corrupted	0.1
200	0.7356081621375787	Corrupted	0.1
201	0.7771424724278537	Corrupted	0.1
202	0.8452409835736449	Corrupted	0.1
203	0.7201042384347224	Corrupted	0.1
204	0.8157717999590005	Corrupted	0.1
205	0.8301030970526198	Corrupted	0.1
206	0.8030565832242368	Corrupted	0.1
207	0.791665356422057	Corrupted	0.1
208	0.8401845889441231	Corrupted	0.1
209	0.8413646644967483	Corrupted	0.1
210	0.7937572168782422	Corrupted	0.1
211	0.7789834350701934	Corrupted	0.1
212	0.8357658310485336	Corrupted	0.1
213	0.7684201191500863	Corrupted	0.1
214	0.7878659492101143	Corrupted	0.1
215	0.7756564928858739	Corrupted	0.1
216	0.82333336111673	Corrupted	0.1
217	0.7846739595091939	Corrupted	0.1
218	0.7976290948419757	Corrupted	0.1
219	0.7299259630348639	Corrupted	0.1
220	0.8352540015046195	Corrupted	0.1
221	0.8035216817446647	Corrupted	0.1
222	0.7601438164006818	Corrupted	0.1
223	0.8038638793183396	Corrupted	0.1
224	0.8001019188616917	Corrupted	0.1
225	0.7649706217427702	Corrupted	0.1
226	0.7886382316972688	Corrupted	0.1
227	0.7430051041981726	Corrupted	0.1
228	0.71562832923968	Corrupted	0.1
229	0.8311258809104686	Corrupted	0.1
230	0.8088907814256661	Corrupted	0.1
231	0.7620745270138899	Corrupted	0.1
232	0.7618947109248366	Corrupted	0.1
233	0.834572099774056	Corrupted	0.1
234	0.8248179885254917	Corrupted	0.1
235	0.8268512681910658	Corrupted	0.1
236	0.7202789234821715	Corrupted	0.1
237	0.7884388588871273	Corrupted	0.1
238	0.8669717746588709	Corrupted	0.1
239	0.8273333258456688	Corrupted	0.1
240	0.7523018057172733	Corrupted	0.1
241	0.7913435657172593	Corrupted	0.1
242	0.8311541165035993	Corrupted	0.1
243	0.834017071967449	Corrupted	0.1
244	0.8703315848243356	Corrupted	0.1
245	0.8235911813106898	Corrupted	0.1
246	0.8393867782976112	Corrupted	0.1
247	0.756204784122928	Corrupted	0.1
248	0.8148841626308769	Corrupted	0.1
249	0.7903456819503193	Corrupted	0.1
250	0.8158755830508662	Corrupted	0.1
251	0.8083406011707275	Corrupted	0.1
252	0.7367990294926565	Corrupted	0.1
253	0.7874756562069212	Corrupted	0.1
254	0.7864229806715795	Corrupted	0.1
255	0.7549542535706162	Corrupted	0.1
256	0.78083444823549	Corrupted	0.1
257	0.7788034264586392	Corrupted	0.1
258	0.7962904351015034	Corrupted	0.1
259	0.8218482989645445	Corrupted	0.1
260	0.8236866847454032	Corrupted	0.1
261	0.7971856974617232	Corrupted	0.1
262	0.8061586481171901	Corrupted	0.1
263	0.7824854474239237	Corrupted	0.1
264	0.8439099667301013	Corrupted	0.1
265	0.846910482446576	Corrupted	0.1
266	0.7431269369596538	Corrupted	0.1
267	0.7970539831821516	Corrupted	0.1
268	0.7878589997741539	Corrupted	0.1
269	0.823999315199318	Corrupted	0.1
270	0.8225906595307764	Corrupted	0.1
271	0.8625109951732087	Corrupted	0.1
272	0.7853536183505206	Corrupted	0.1
273	0.7498417606474191	Corrupted	0.1
274	0.8772994336855391	Corrupted	0.1
275	0.8109050944657618	Corrupted	0.1
276	0.7715009769169459	Corrupted	0.1
277	0.8219973870441871	Corrupted	0.1
278	0.7925048957584543	Corrupted	0.1
279	0.8368416336176994	Corrupted	0.1
280	0.8158356409704864	Corrupted	0.1
281	0.7921364585509283	Corrupted	0.1
282	0.7938647979420927	Corrupted	0.1
283	0.7714129765777998	Corrupted	0.1
284	0.8457740350409526	Corrupted	0.1
285	0.8172399651636746	Corrupted	0.1
286	0.699602563914771	Corrupted	0.1
287	0.8241275240026245	Corrupted	0.1
288	0.8045103614172163	Corrupted	0.1
289	0.7913587567429468	Corrupted	0.1
290	0.7911743444091784	Corrupted	0.1
291	0.8035951874762182	Corrupted	0.1
292	0.8031850741753259	Corrupted	0.1
293	0.776334599787454	Corrupted	0.1
294	0.8124635182053169	Corrupted	0.1
295	0.832106016071916	Corrupted	0.1
296	0.8224757856040803	Corrupted	0.1
297	0.7173703150281705	Corrupted	0.1
298	0.7915670323307061	Corrupted	0.1
299	0.8151309761577333	Corrupted	0.1
300	0.9132319418890754	scImpute	0.1
301	0.7840618078701784	scImpute	0.1
302	0.7451132325940113	scImpute	0.1
303	0.8673315539864779	scImpute	0.1
304	0.8662533211763306	scImpute	0.1
305	0.8774261280977799	scImpute	0.1
306	0.8198403534708683	scImpute	0.1
307	0.8901191821607227	scImpute	0.1
308	0.8859854730064856	scImpute	0.1
309	0.9052217014615578	scImpute	0.1
310	0.8488061451001907	scImpute	0.1
311	0.8849336742198052	scImpute	0.1
312	0.8983950215729771	scImpute	0.1
313	0.7265459480724956	scImpute	0.1
314	0.8755937295709252	scImpute	0.1
315	0.8377085160410092	scImpute	0.1
316	0.8376015647393911	scImpute	0.1
317	0.8897240618411865	scImpute	0.1
318	0.8582196022235743	scImpute	0.1
319	0.865040374530722	scImpute	0.1
320	0.8769837001818012	scImpute	0.1
321	0.8275836495317925	scImpute	0.1
322	0.8730016320968917	scImpute	0.1
323	0.8437292391446259	scImpute	0.1
324	0.8937831811419277	scImpute	0.1
325	0.8356423720954215	scImpute	0.1
326	0.8573336774186713	scImpute	0.1
327	0.8544326435267829	scImpute	0.1
328	0.8560700027752159	scImpute	0.1
329	0.8441885871461955	scImpute	0.1
330	0.8715484136240104	scImpute	0.1
331	0.8665440617069702	scImpute	0.1
332	0.8868363239082632	scImpute	0.1
333	0.7956618772393996	scImpute	0.1
334	0.8377283766720134	scImpute	0.1
335	0.8556689141095567	scImpute	0.1
336	0.7426663457390241	scImpute	0.1
337	0.892738420850082	scImpute	0.1
338	0.8526818075844171	scImpute	0.1
339	0.8703289862575021	scImpute	0.1
340	0.8836350009149284	scImpute	0.1
341	0.901483576454832	scImpute	0.1
342	0.8516930337960663	scImpute	0.1
343	0.8751021685985249	scImpute	0.1
344	0.8906648228906147	scImpute	0.1
345	0.8184999326894996	scImpute	0.1
346	0.8582649898921993	scImpute	0.1
347	0.8803654075920427	scImpute	0.1
348	0.8364542806450757	scImpute	0.1
349	0.842681730638359	scImpute	0.1
350	0.8800469660777567	scImpute	0.1
351	0.8456996424715708	scImpute	0.1
352	0.8584773027718344	scImpute	0.1
353	0.814381201149341	scImpute	0.1
354	0.85914151056441	scImpute	0.1
355	0.9028425500396564	scImpute	0.1
356	0.8229809842922403	scImpute	0.1
357	0.8569422988944968	scImpute	0.1
358	0.9013510418308948	scImpute	0.1
359	0.8562339204031211	scImpute	0.1
360	0.8803021233187563	scImpute	0.1
361	0.8687423515005087	scImpute	0.1
362	0.8712036585827403	scImpute	0.1
363	0.8301724257808127	scImpute	0.1
364	0.861209036691319	scImpute	0.1
365	0.8298504240677514	scImpute	0.1
366	0.8335772811289344	scImpute	0.1
367	0.884441856449433	scImpute	0.1
368	0.8938888713065412	scImpute	0.1
369	0.8297853652803993	scImpute	0.1
370	0.8582132763279553	scImpute	0.1
371	0.8109168657553184	scImpute	0.1
372	0.8066716905517438	scImpute	0.1
373	0.8262668705097609	scImpute	0.1
374	0.8278453978895605	scImpute	0.1
375	0.9201656832745734	scImpute	0.1
376	0.8576264206315135	scImpute	0.1
377	0.8800374582400823	scImpute	0.1
378	0.8353169452323891	scImpute	0.1
379	0.8750909511878241	scImpute	0.1
380	0.8937686447092718	scImpute	0.1
381	0.8766525550300399	scImpute	0.1
382	0.864979525403833	scImpute	0.1
383	0.84832725970882	scImpute	0.1
384	0.7590639393457256	scImpute	0.1
385	0.887954873077637	scImpute	0.1
386	0.7764251365607272	scImpute	0.1
387	0.9016745632552382	scImpute	0.1
388	0.8947064631793752	scImpute	0.1
389	0.882705972369092	scImpute	0.1
390	0.8482915629028246	scImpute	0.1
391	0.883299799725629	scImpute	0.1
392	0.8275265510704131	scImpute	0.1
393	0.8603402445026446	scImpute	0.1
394	0.8936529750789849	scImpute	0.1
395	0.8422231309345412	scImpute	0.1
396	0.8481633442759984	scImpute	0.1
397	0.8468653452285635	scImpute	0.1
398	0.8729683703167854	scImpute	0.1
399	0.8463812260549455	scImpute	0.1
400	0.8687229559790468	scImpute	0.1
401	0.8536121622266061	scImpute	0.1
402	0.8380955654063557	scImpute	0.1
403	0.8319872533498892	scImpute	0.1
404	0.818141571985605	scImpute	0.1
405	0.8729393022714875	scImpute	0.1
406	0.871322336411863	scImpute	0.1
407	0.8862723681182575	scImpute	0.1
408	0.8966548516129509	scImpute	0.1
409	0.8935931411534891	scImpute	0.1
410	0.8900801800852891	scImpute	0.1
411	0.8715887699573768	scImpute	0.1
412	0.8719884678336359	scImpute	0.1
413	0.872495666344524	scImpute	0.1
414	0.8572665506092538	scImpute	0.1
415	0.8704468083523623	scImpute	0.1
416	0.9139199162700093	scImpute	0.1
417	0.855526042857052	scImpute	0.1
418	0.8399294223638989	scImpute	0.1
419	0.882253504944836	scImpute	0.1
420	0.8829884805688939	scImpute	0.1
421	0.8491748800992387	scImpute	0.1
422	0.8448052527658491	scImpute	0.1
423	0.8677334035624721	scImpute	0.1
424	0.8337849216346556	scImpute	0.1
425	0.8525035281321247	scImpute	0.1
426	0.8760174037377101	scImpute	0.1
427	0.8545966782287912	scImpute	0.1
428	0.8430166843482996	scImpute	0.1
429	0.8518123358915746	scImpute	0.1
430	0.8854057919873165	scImpute	0.1
431	0.6702040763194935	scImpute	0.1
432	0.8716994474857575	scImpute	0.1
433	0.8323155929878975	scImpute	0.1
434	0.8463125454020677	scImpute	0.1
435	0.8540690573243157	scImpute	0.1
436	0.8749993621407738	scImpute	0.1
437	0.8887517236540082	scImpute	0.1
438	0.854914876022138	scImpute	0.1
439	0.8410172354609616	scImpute	0.1
440	0.8835229730641334	scImpute	0.1
441	0.886395591623556	scImpute	0.1
442	0.8410690273203304	scImpute	0.1
443	0.9167397948853862	scImpute	0.1
444	0.9324908990050571	scImpute	0.1
445	0.8591928613977644	scImpute	0.1
446	0.8930680726978977	scImpute	0.1
447	0.9231243066344487	scImpute	0.1
448	0.8347416311550204	scImpute	0.1
449	0.8752312919045491	scImpute	0.1
450	0.8811019686608001	scImpute	0.1
451	0.8723911149347456	scImpute	0.1
452	0.8281654519743982	scImpute	0.1
453	0.8261167748843972	scImpute	0.1
454	0.8296295016041382	scImpute	0.1
455	0.87279841424048	scImpute	0.1
456	0.807097452663716	scImpute	0.1
457	0.8814378029293543	scImpute	0.1
458	0.8618655015825324	scImpute	0.1
459	0.8856075402070166	scImpute	0.1
460	0.8641094984284322	scImpute	0.1
461	0.8785009158002216	scImpute	0.1
462	0.8987303159591994	scImpute	0.1
463	0.8495714272571532	scImpute	0.1
464	0.8266366336127376	scImpute	0.1
465	0.8574850531572142	scImpute	0.1
466	0.8704586883024729	scImpute	0.1
467	0.8302058558620277	scImpute	0.1
468	0.8414509645400772	scImpute	0.1
469	0.9081847769949173	scImpute	0.1
470	0.8971994852876759	scImpute	0.1
471	0.8476988332394877	scImpute	0.1
472	0.8467012935665547	scImpute	0.1
473	0.8654609848877112	scImpute	0.1
474	0.8876677361889329	scImpute	0.1
475	0.824650301717794	scImpute	0.1
476	0.8366115250798323	scImpute	0.1
477	0.8738082570856467	scImpute	0.1
478	0.8417627698990073	scImpute	0.1
479	0.7548384885301126	scImpute	0.1
480	0.8712678172861033	scImpute	0.1
481	0.7919950824759225	scImpute	0.1
482	0.8816409425107062	scImpute	0.1
483	0.866278438825444	scImpute	0.1
484	0.8698294517364736	scImpute	0.1
485	0.8728453216208558	scImpute	0.1
486	0.8558031409159417	scImpute	0.1
487	0.8604466159790531	scImpute	0.1
488	0.8481922310985093	scImpute	0.1
489	0.8425931636904685	scImpute	0.1
490	0.8218741992900683	scImpute	0.1
491	0.8138202108967362	scImpute	0.1
492	0.8842948509437729	scImpute	0.1
493	0.8918442311171753	scImpute	0.1
494	0.8329623069045068	scImpute	0.1
495	0.8248253083286684	scImpute	0.1
496	0.8739406751932621	scImpute	0.1
497	0.8116483033447554	scImpute	0.1
498	0.9039606789533353	scImpute	0.1
499	0.8915047821677794	scImpute	0.1
500	0.8292953704866282	scImpute	0.1
501	0.8511124343444565	scImpute	0.1
502	0.9119868592029851	scImpute	0.1
503	0.8472639383084317	scImpute	0.1
504	0.8978258297947115	scImpute	0.1
505	0.9028893768190176	scImpute	0.1
506	0.866563907001192	scImpute	0.1
507	0.8444331826972019	scImpute	0.1
508	0.9069018736528467	scImpute	0.1
509	0.8856685669904067	scImpute	0.1
510	0.8676028277074213	scImpute	0.1
511	0.8316860346951123	scImpute	0.1
512	0.8825709273293592	scImpute	0.1
513	0.8318834125323555	scImpute	0.1
514	0.8348841085458519	scImpute	0.1
515	0.8524431598099568	scImpute	0.1
516	0.8615061467892502	scImpute	0.1
517	0.8319949363024077	scImpute	0.1
518	0.8597054356900306	scImpute	0.1
519	0.8226419107572647	scImpute	0.1
520	0.872777578657303	scImpute	0.1
521	0.8541137747152023	scImpute	0.1
522	0.8577556715418694	scImpute	0.1
523	0.8731641146598721	scImpute	0.1
524	0.8499512768216606	scImpute	0.1
525	0.8347422173831257	scImpute	0.1
526	0.8594683771688774	scImpute	0.1
527	0.8487279009510772	scImpute	0.1
528	0.8173106045925171	scImpute	0.1
529	0.8827722206777961	scImpute	0.1
530	0.8854310420021966	scImpute	0.1
531	0.8387724826585998	scImpute	0.1
532	0.8647104381628534	scImpute	0.1
533	0.8744835320164208	scImpute	0.1
534	0.8705777633927775	scImpute	0.1
535	0.8741973641053966	scImpute	0.1
536	0.8175492177791249	scImpute	0.1
537	0.83558518883992	scImpute	0.1
538	0.8954728614156408	scImpute	0.1
539	0.8497798509346919	scImpute	0.1
540	0.8064073773801854	scImpute	0.1
541	0.8559440932156488	scImpute	0.1
542	0.8851226556743366	scImpute	0.1
543	0.8688064235585374	scImpute	0.1
544	0.9343685714441787	scImpute	0.1
545	0.8725824935320854	scImpute	0.1
546	0.8787588456994994	scImpute	0.1
547	0.8241356297264693	scImpute	0.1
548	0.8867421009206351	scImpute	0.1
549	0.8529628416932697	scImpute	0.1
550	0.8593457892240274	scImpute	0.1
551	0.8701526465945135	scImpute	0.1
552	0.8062721230523914	scImpute	0.1
553	0.8793868532889516	scImpute	0.1
554	0.8687426342956922	scImpute	0.1
555	0.8437763568731385	scImpute	0.1
556	0.8547950371653931	scImpute	0.1
557	0.8485876868646756	scImpute	0.1
558	0.8590503093762977	scImpute	0.1
559	0.8571250877651979	scImpute	0.1
560	0.870952637718927	scImpute	0.1
561	0.8472142724855592	scImpute	0.1
562	0.8270422243766783	scImpute	0.1
563	0.8531300563604672	scImpute	0.1
564	0.8938056255317948	scImpute	0.1
565	0.8978409278177819	scImpute	0.1
566	0.7431269369596538	scImpute	0.1
567	0.8602029829703507	scImpute	0.1
568	0.8953537766363712	scImpute	0.1
569	0.8928904084065145	scImpute	0.1
570	0.8710411763000162	scImpute	0.1
571	0.889518883056059	scImpute	0.1
572	0.8516842199482232	scImpute	0.1
573	0.8288251020461008	scImpute	0.1
574	0.8979887030567584	scImpute	0.1
575	0.874826601252432	scImpute	0.1
576	0.8423969421837209	scImpute	0.1
577	0.8707892321664835	scImpute	0.1
578	0.8922741514763461	scImpute	0.1
579	0.8723619581743619	scImpute	0.1
580	0.8996018360391502	scImpute	0.1
581	0.831886709517245	scImpute	0.1
582	0.8658926524797957	scImpute	0.1
583	0.8507946161472709	scImpute	0.1
584	0.8871035390782066	scImpute	0.1
585	0.9009531498254016	scImpute	0.1
586	0.8104070990201667	scImpute	0.1
587	0.8677088039101836	scImpute	0.1
588	0.8332349072519648	scImpute	0.1
589	0.8597175168467986	scImpute	0.1
590	0.868625160452472	scImpute	0.1
591	0.8750222833595914	scImpute	0.1
592	0.8615953585498453	scImpute	0.1
593	0.8787470786189492	scImpute	0.1
594	0.8611605394632359	scImpute	0.1
595	0.8419355097043825	scImpute	0.1
596	0.8705060332447339	scImpute	0.1
597	0.8257166319499188	scImpute	0.1
598	0.9025649138710463	scImpute	0.1
599	0.8550224642565694	scImpute	0.1
600	0.9349558379166506	SAVER	0.1
601	0.8951708409526051	SAVER	0.1
602	0.8726539850780372	SAVER	0.1
603	0.9181746247005897	SAVER	0.1
604	0.9128833667422684	SAVER	0.1
605	0.9046849185642678	SAVER	0.1
606	0.8814610695716047	SAVER	0.1
607	0.9299698164906143	SAVER	0.1
608	0.9107261335085717	SAVER	0.1
609	0.9330131791968237	SAVER	0.1
610	0.9070777256746961	SAVER	0.1
611	0.912920026973579	SAVER	0.1
612	0.9319040821283877	SAVER	0.1
613	0.8687421792261276	SAVER	0.1
614	0.903927721663329	SAVER	0.1
615	0.9112486487757325	SAVER	0.1
616	0.9000105503939588	SAVER	0.1
617	0.9151337102757777	SAVER	0.1
618	0.9255141374460076	SAVER	0.1
619	0.9216697659350283	SAVER	0.1
620	0.9150406959166195	SAVER	0.1
621	0.9004202359684718	SAVER	0.1
622	0.9197752056239603	SAVER	0.1
623	0.9151938383709086	SAVER	0.1
624	0.9282397341927833	SAVER	0.1
625	0.9067887940886329	SAVER	0.1
626	0.9074158861720911	SAVER	0.1
627	0.9162039824791132	SAVER	0.1
628	0.8962852630848833	SAVER	0.1
629	0.8875156258016531	SAVER	0.1
630	0.9306922833927963	SAVER	0.1
631	0.910685000718848	SAVER	0.1
632	0.9341969758872051	SAVER	0.1
633	0.8970586810441481	SAVER	0.1
634	0.8860367543818085	SAVER	0.1
635	0.9177127062256347	SAVER	0.1
636	0.8974773596021204	SAVER	0.1
637	0.9263400365438129	SAVER	0.1
638	0.9046891326059345	SAVER	0.1
639	0.9010697352429986	SAVER	0.1
640	0.924501326342517	SAVER	0.1
641	0.9111848564859619	SAVER	0.1
642	0.9232225531886235	SAVER	0.1
643	0.9351215788277784	SAVER	0.1
644	0.9257778358963216	SAVER	0.1
645	0.8975752421761362	SAVER	0.1
646	0.9261630665129356	SAVER	0.1
647	0.936170040536768	SAVER	0.1
648	0.9051590788069772	SAVER	0.1
649	0.9101383730975187	SAVER	0.1
650	0.9061350205835552	SAVER	0.1
651	0.9198992467015363	SAVER	0.1
652	0.9287949618109412	SAVER	0.1
653	0.9047227317435785	SAVER	0.1
654	0.9087776507065604	SAVER	0.1
655	0.9263763645087576	SAVER	0.1
656	0.9207124491083085	SAVER	0.1
657	0.8957705703804575	SAVER	0.1
658	0.9290068307934044	SAVER	0.1
659	0.8960625952512031	SAVER	0.1
660	0.9245602168820293	SAVER	0.1
661	0.9330950013275299	SAVER	0.1
662	0.9058086474519865	SAVER	0.1
663	0.8826651989398302	SAVER	0.1
664	0.9255439475662849	SAVER	0.1
665	0.8980721434038653	SAVER	0.1
666	0.8825968570704312	SAVER	0.1
667	0.9279907383102065	SAVER	0.1
668	0.934247638061381	SAVER	0.1
669	0.9143915297620325	SAVER	0.1
670	0.9214200780211751	SAVER	0.1
671	0.9010299106414758	SAVER	0.1
672	0.9037721548238207	SAVER	0.1
673	0.8941440362299604	SAVER	0.1
674	0.8727834327131352	SAVER	0.1
675	0.9410555197813124	SAVER	0.1
676	0.8987301296316007	SAVER	0.1
677	0.9192176731094159	SAVER	0.1
678	0.9109178609564285	SAVER	0.1
679	0.9280497892968457	SAVER	0.1
680	0.9413299177510441	SAVER	0.1
681	0.9179909236370083	SAVER	0.1
682	0.9192830184690112	SAVER	0.1
683	0.9199262401184	SAVER	0.1
684	0.8783490773675144	SAVER	0.1
685	0.9166732271963287	SAVER	0.1
