0	5.9358473	-7.5843725	1.1663649	4.3813868	5.48723	-9.812184	-0.015141875	-7.6711764	-2.3775487	2.4834664
1	4.67405	-9.726082	-0.002560109	2.895766	5.280588	-7.8813915	1.5493294	-6.2292166	-0.04941477	-0.029720992
2	5.9967856	-3.3541536	1.6119277	4.391075	2.9508057	-8.9917345	-1.0557383	-6.7782135	2.583097	2.1696155
3	5.960476	-7.6898623	-0.23536941	5.065135	5.967763	-7.914253	-1.9613241	-2.9477508	1.4554628	1.9000351
4	5.384117	-8.676157	-2.4221022	4.6747656	2.5241153	-12.372462	2.557643	-2.4298131	0.710461	0.20656279
5	1.6260931	-4.017258	7.152066	3.1340125	2.4714208	-9.407612	-1.744932	-14.127174	4.2299714	-1.4954636
6	-1.5596764	-8.621274	1.0657222	8.093621	10.148987	-11.409776	1.6536838	-3.7121031	4.896472	1.6561773
7	4.5070987	-1.3669138	0.29099014	6.746714	1.42454	-10.765807	0.25514755	-5.332138	5.0210576	-3.3307989
8	4.8089437	-5.2761927	0.623832	3.262296	3.6319113	-11.692357	0.17186984	-5.527153	3.1910858	-0.6816957
9	4.6668715	-5.7875643	-3.4973104	8.476579	4.5146723	-9.046346	-0.61421144	-0.48303393	8.662758	-3.400265
10	7.4523964	-5.508321	-0.3566701	6.3749413	0.98891735	-12.406411	-2.8102837	-2.3417761	-2.5190732	0.8167088
11	6.9655676	-6.828208	-0.041380137	0.24740523	1.9686377	-9.63397	-1.3494643	-5.985339	-0.10928573	-2.5011122
12	4.7281957	-6.0127063	0.56742406	3.1597035	6.1522303	-9.695392	-0.78538597	-6.0988455	2.5676017	-2.1238244
13	5.338174	-5.53228	0.66472316	2.3616693	2.5504377	-12.474116	-2.7287664	-5.354475	1.4362618	-2.6150906
14	6.2791843	-4.37054	2.0423987	1.3626833	3.6242576	-11.581195	-1.1178569	-6.5645065	2.2046003	-4.115255
15	4.1918797	-4.8251657	0.44730595	6.048946	2.7570717	-10.806087	-0.95371664	-5.8996453	2.7997086	-0.41641352
16	0.1307604	-11.265223	15.268356	5.4661965	0.9736562	-7.24784	-4.0551376	-9.601285	7.3566856	7.6484566
17	5.6701493	-6.0143156	0.74094033	2.5946152	5.3004394	-12.638379	-1.4666866	-4.484432	3.1104627	-2.0576656
18	4.6770773	-5.9794307	1.2883055	4.402566	-0.31344986	-9.58609	-1.3436078	-6.838708	1.9688529	-3.2431352
19	0.5067028	-11.860983	2.7554317	-4.927711	4.941147	-8.326515	1.7670003	-11.211195	4.768452	-3.8175046
20	6.229782	-3.9322243	2.3001807	5.310003	-0.12672901	-11.524692	0.54178965	-4.004577	5.0529065	-0.9005525
21	5.906086	-1.7204032	1.9744599	10.629729	-3.9202938	-11.579061	-2.9409418	-8.438694	2.2575498	-0.86968875
22	4.2249017	-9.21916	1.3050358	-0.12730628	-0.06959677	-11.508697	-4.941242	-4.609873	0.20888434	-1.1924398
23	6.451088	-8.844627	1.2899201	-1.7403781	6.59795	-6.1846952	1.9633151	-4.3959465	2.5635955	-5.520922
24	6.803609	-10.916722	6.626618	3.7113373	7.605032	-4.7733746	-1.043784	-5.535571	0.49602497	6.068462
25	-0.76295424	-9.475922	3.0067441	11.736059	23.832539	0.940544	1.7771055	-7.9092383	-3.089489	-3.8592288
26	4.710109	-6.7488537	1.5552547	2.8745272	3.5324376	-7.8095884	-0.48201075	-7.871585	3.0619743	-1.3392861
27	5.962453	-7.765254	1.3064125	2.4221723	0.2138803	-6.604828	-5.3271794	-9.420521	5.136882	3.897289
28	0.8340688	-7.5837336	5.202439	5.1417885	-2.2526634	-9.571906	-8.713324	-6.2278533	4.235809	-1.701288
29	2.0049162	-8.41835	4.7731643	5.269799	-0.974391	-10.02171	-4.9406996	-5.614487	2.1578536	-2.8379605
30	6.1305704	-5.6319203	1.5448916	6.0752425	0.002408266	-9.005251	0.3727785	-4.958159	3.1093278	-2.0212524
31	2.2159991	-4.76855	1.5385344	8.23563	0.21955156	-8.678293	-3.8254907	-4.8217845	4.1449895	0.693177
32	2.0460706	-7.3324676	3.1640189	8.008637	2.743558	-8.963075	3.5556207	-5.6825213	5.8469634	-0.69087243
33	5.661737	-5.6731124	-0.12090561	5.388944	1.5625291	-8.274596	2.2892656	-5.922841	1.7108151	-3.802807
34	4.0049787	-1.3255653	0.5847857	10.124563	8.160261	-10.175445	4.627627	-6.234195	2.5539668	-2.0630887
35	2.3022695	-2.2845192	1.1751225	8.438982	0.7913985	-10.898101	0.38082036	-6.079981	2.931179	-4.590768
36	5.9601326	-7.377707	-1.3105342	9.178497	-0.5463121	-7.236907	0.9920236	-6.0071316	1.0618914	-2.9958308
37	-1.3384004	-3.491044	2.0121796	14.42377	0.6300099	-13.09941	-2.1317654	-4.209127	9.71002	0.19799355
38	4.516936	-4.5153704	0.098933965	6.820305	0.9400821	-10.605334	0.6421529	-2.947541	4.393748	-3.1340039
39	6.2434516	-7.612715	1.5630796	6.165518	2.3479743	-5.819733	2.1207337	-9.433695	4.1032305	1.4330385
40	6.6702476	-9.952582	7.4462624	1.7130148	-0.87353516	-4.2045302	-0.7231215	-10.408428	-2.7883017	0.37246588
41	5.1769953	-6.518517	-0.08221313	5.1821885	2.3858042	-12.506532	1.19229	-4.8844886	3.6589355	2.6589377
42	-0.802778	-23.750824	3.4139874	11.594967	-1.0255713	-7.058256	6.3242946	-2.8247173	-12.718159	-19.957119
43	4.240576	-2.3685265	-0.8216789	8.516398	0.8632355	-10.480239	1.7490069	-4.3670216	6.7990255	-3.2782042
44	11.505356	-10.7719965	2.1773746	0.1636805	-0.75528455	-6.9333396	2.7507563	-7.2404127	4.050763	-0.043833464
